Frequency,Dutch Word,English Word
12477,eenmaal,once
12470,simpel,easy
12466,zocht,searched
12465,blauwe,blue
12436,stukje,piece
12435,vermist,missing
12429,zorgt,provision
12410,gat,hole
12410,ouder,parent
12405,kate,kate
12400,schrijf,write
12398,schreef,wrote
12397,wens,wish
12397,geslagen,beaten
12394,parijs,Paris
12377,toevallig,by chance
12359,leiding,pipe
12356,edelachtbare,noble
12347,bouwen,to build
12329,geweten,known
12320,heilige,saint
12303,restaurant,restaurant
12296,sterft,die
12292,toegang,access
12280,verbergen,hide
12278,draait,turn
12262,leidt,lead
12255,armen,poor
12254,luke,luke
12244,taak,task
12221,ware,true
12191,lab,lab
12189,misdaad,crime
12173,nadenken,think it over
12172,vakantie,holidays
12165,behoorlijk,fairly
12150,sleutels,Keys
12131,video,video
12121,levens,lives
12104,geniet,enjoy
12088,draaien,to spin
12082,vertrek,departure
12051,betreft,Re
12044,eric,Eric
12032,slot,key lock
12018,ms,ms
12014,verpest,ruined
12012,proces,process
12009,opdracht,assignment
12007,programma,program
11994,klote,crazy
11986,leider,leader
11974,actie,action
11962,waardoor,Causing
11961,antwoorden,answers
11950,gezeten,seated
11933,bruiloft,wedding
11902,vorm,form
11896,woon,live
11881,directeur,director
11811,cliënt,client
11797,goedenavond,Good evening
11797,advies,advice
11793,hoewel,although
11790,eddie,Eddie
11763,chris,Chris
11757,uren,hours
11756,welterusten,Good night
11749,tijden,times
11743,volwassen,grown up
11739,vuile,dirty
11718,majoor,majoor
11705,radio,radio
11704,aangenaam,nice to meet you
11688,drankje,drink
11687,maan,Moon
11668,kregen,got
11666,gemakkelijk,easy
11664,vergeef,forgive
11655,klas,class
11649,krant,newspaper
11641,langzaam,slowly
11641,kosten,cost
11630,martin,Martin
11617,procent,per cent
11610,mist,fog
11602,pad,path
11593,vrijheid,freedom
11590,verdwijnen,to disappear
11578,gelogen,lied
11561,beweging,movement
11555,twijfel,doubt
11541,neef,nephew
11511,gemeen,mean
11498,fles,bottle
11497,dol,dolly
11491,draag,carry
11485,vis,fish
11484,waarover,about what
11477,rood,red
11459,hersenen,brain
11458,der,derelict
11449,verloor,loss
11440,taxi,cab
11440,voorkomen,appearance
11433,medicijnen,medicines
11414,okay,Okay
11407,binnenkort,soon
11406,doos,box
11403,terecht,justly
11395,mening,opinion
11387,geweer,rifle
11370,bezit,possess
11364,top,top
11343,wonder,miracle
11321,vergeven,to forgive
11309,stopt,stops
11276,hopen,to hope
11269,thomas,Thomas
11268,ophalen,to pick up
11267,wind,wind
11265,oplossen,dissolve
11264,jaloers,jealous
11259,kevin,Kevin
11259,rachel,rachel
11237,onmiddellijk,immediately
11226,gedrag,behaviour
11225,charles,Charles
11212,stemmen,vote
11199,ontbijt,breakfast
11182,lol,LOL
11179,walter,Walter
11163,honden,dogs
11162,ontvangen,receive
11157,verhalen,stories
11155,rivier,river
11155,twaalf,twelve
11152,voedsel,food
11151,gauw,soon
11145,volgt,follow
11139,vaker,more often
11133,adam,Adam
11126,keren,turn
11115,klanten,customers
11114,chef,chef
11108,wint,wins
11108,brian,Brian
11108,minuut,minute
11096,anna,anna
11095,detective,detective
11091,verraden,betray
11075,don,don
11059,geweld,violence
11046,akkoord,agreement
11039,tonen,to show
11032,genoemd,called
11032,gewone,ordinary
11022,papieren,paper
11011,verband,bandage
11005,hoopte,hopeful
11003,rare,rare
10998,brug,bridge
10995,jas,jacket
10994,bloemen,flowers
10992,daniel,Daniel
10991,trap,staircase
10988,mijnheer,Sir
10983,aanvallen,to attack
10974,leer,leather
10973,street,street
10973,opnemen,record
10971,robert,Robert
10968,schade,injury
10943,blijkt,turns out
10924,bijzonder,particularly
10908,huid,skin
10899,krachten,forces
10887,zakken,to fail
10886,openen,to open
10860,arts,doctor
10847,hoer,whore
10843,gestoord,disturbed
10828,scott,scott
10810,gegeten,ate
10810,echtgenoot,husband
10797,bedoeling,intention
10793,durf,dare
10787,trouw,Fidelity
10786,bedenken,come up with
10780,ergste,worst
10779,bedacht,suspicious
10760,tegenhouden,to prevent
10758,vermoordde,murdered
10756,nachts,at night
10748,vertrokken,left
10737,knul,knock
10721,engels,English
10711,start,Start
10710,favoriete,favourite
10709,persoonlijke,personal
10688,bepaalde,particular
10681,sommigen,some
10679,yeah,Yeah
10670,momentje,just hold on
10658,medische,medical
10644,sexy,sexy
10640,burgemeester,mayor
10638,lee,lee
10624,officier,officer
10594,kussen,To kiss
10579,date,date
10577,ster,star
10564,gezocht,sought
10554,captain,captain
10549,wezen,being
10535,roep,call
10531,details,details
10498,zomer,summer
10496,dikke,thick
10495,ruikt,smell
10493,eigenaar,owner
10491,motor,motor
10490,universiteit,University
10488,hielp,heel
10478,kus,kiss
10475,luistert,listen
10472,gegevens,data
10471,claire,claire
10458,beveiliging,security
10457,nagedacht,thought
10455,lisa,Lisa
10453,gekozen,chosen
10444,betaalt,pay
10435,betekenen,mean
10430,verborgen,hidden
10413,publiek,public
10408,carrière,career
10394,tanden,teeth
10386,amy,amy
10384,rapport,report
10321,super,super
10319,vrije,free
10305,geheimen,secrets
10303,opeens,suddenly
10293,beest,beast
10293,afgesproken,agreed to meet
10286,halve,half
10280,rijdt,run
10254,belangrijkste,main
10229,kamp,camp
10218,leef,live
10209,washington,Washington
10203,steun,support
10191,afdeling,section
10188,honderd,hundred
10166,vorig,last
10164,rook,smoke
10160,boel,boot
10159,vecht,fighting
10139,strand,beach
10134,jason,jason
10125,magie,magic
10113,oplossing,solution
10088,type,type
10084,rusten,rest
10073,droeg,wore
10071,wellicht,perhaps
10067,beelden,images
10052,genaamd,named
10051,terugkomen,return
10043,voeren,feed
10042,waardeer,appreciate
10026,nauwelijks,hardly
10025,bad,bathe
10014,bieden,offer
10007,geïnteresseerd,interested
10001,verlaat,leaving
9993,duivel,devil
9961,overkomen,come across
9958,speelde,played
9919,pond,lb
9908,ballen,balls
9908,duizenden,thousands of thousands
9906,gedoe,hassle
9905,city,City
9900,nerveus,nervous
9870,locatie,Location
9863,blik,look
9861,doelwit,target
9847,gekke,crazy
9843,meegemaakt,experienced
9813,twintig,twenty
9812,emily,emily
9809,klant,customer
9803,kerels,guys
9793,loog,loop
9786,post,post
9786,aangevallen,attacked
9786,oren,ears
9773,emma,emma
9759,springen,to jump
9756,gevolgd,followed
9732,releases,releases
9731,lach,smile
9730,ontmoette,met
9721,zwak,weak
9705,engeland,England
9704,ziekte,disease
9699,sterren,stars
9697,kyle,kyle
9691,trekt,pull
9686,toilet,toilet
9678,steen,stone
9674,logisch,logical
9673,landen,Nations
9673,geloofde,believed
9644,fouten,faults
9637,verwachten,to expect
9613,leo,leo
9586,dankbaar,satisfying
9580,veroorzaakt,causes
9579,duizend,thousand
9577,wow,wow
9574,aangedaan,affected
9572,andy,Andy
9566,jury,jury
9565,verslaan,defeat
9551,vangen,to catch
9545,christus,Christ
9544,maria,maria
9541,testen,to test
9538,grens,border
9534,paniek,panic
9522,nogmaals,once again
9518,telefoontje,phone call
9512,steken,stabbing
9502,jesse,Jesse
9489,pete,Pete
9488,ontsnapt,Escaped
9478,herinnert,recall
9467,paarden,horses
9464,vaders,fathers
9461,theorie,theory
9459,kleur,colour
9457,prins,Prince
9451,vissen,fishing
9445,bron,source
9442,lid,member
9440,drank,drink
9433,vergadering,meeting
9432,gebleven,remained
9432,meerdere,multiple
9431,ondanks,despite
9429,machine,machine
9429,moeders,mothers
9418,signaal,signal
9412,geslapen,slept
9412,lijden,suffering
9407,stappen,steps
9401,carter,carter
9398,eeuwig,eternal
9395,vreselijke,terrible
9386,km,KM
9377,matt,Matt
9368,doodde,killed
9368,dik,fat
9362,verkoop,sale
9346,rechtbank,court of law
9341,harde,tough
9340,genezen,to cure
9310,begrafenis,funeral
9309,veld,field
9300,straf,punishment
9284,uitgenodigd,invited
9281,laag,low
9278,grace,Grace
9275,kies,select
9265,wiens,whose
9263,william,William
9263,schattig,cute
9256,dr.,dr.
9251,schot,shot
9246,vijanden,enemies
9240,neuken,fuck
9227,broers,brothers
9224,jagen,to hunt
9218,tevreden,satisfied
9217,gaven,gifted
9211,taart,pie
9200,domme,stupid
9178,flat,flat
9175,manieren,manners
9163,afmaken,finish up
9158,vriendelijk,friendly
9157,san,san
9154,sterker,stronger
9150,vluchten,to flee
9149,pers,press
9142,project,project
9134,st,st
9132,vertrekt,leaves
9130,belang,interest
9130,frankrijk,France
9119,lukken,lick
9109,geschoten,shot
9099,prinses,princess
9096,zwaard,sword
9094,aandoen,to put on
9089,arthur,arthur
9088,annie,Annie
9084,makkelijker,easier
9074,gedragen,to behave
9073,bende,gang
9072,ernstig,seriously
9062,gezond,healthy
9051,jouwe,yours
9044,vingers,fingers
9042,las,weld
8994,arresteren,to arrest
8993,tuin,garden
8991,ideeën,ideas
8979,korte,short
8970,gelaten,lost
8969,sean,sean
8960,duitse,German
8950,vrijdag,Friday
8950,opstaan,rise
8944,kunst,art
8944,sterke,strong
8934,afscheid,parting
8924,menselijke,human
8920,minister,minister
8919,clark,clard
8916,coach,coach
8915,verboden,forbidden
8887,kelder,cellar
8871,gezelschap,company
8849,bijvoorbeeld,for example
8846,achtergelaten,abandoned
8844,duur,duration
8844,compleet,complete
8838,to,to
8838,eng,spooky
8836,toeval,coincidence
8831,snapt,snap
8829,hiervan,of this
8826,miljoenen,millions
8815,simon,simon
8815,jerry,Jerry
8809,war,war
8804,melk,milk
8804,kelly,kelly
8800,lui,lazy
8798,genieten,to enjoy
8786,aannemen,take
8782,uitstekend,excellent
8781,tegenover,opposite
8780,dichterbij,closer
8779,chicago,chicago
8779,kocht,bought
8772,stuurt,steer
8752,volle,full
8742,schijnt,appears
8727,lenen,to lend
8710,moed,courage
8691,alice,alice
8686,vergissing,mistake
8673,patiënten,patients
8668,toon,tone
8667,normale,normal
8663,broeder,brother
8662,kaarten,Cards
8638,films,films
8635,reizen,to travel
8635,ruim,ample
8632,herinneringen,memories
8621,gedachte,thought
8610,saai,dull
8607,joey,Joey
8605,roken,to smoke
8586,truck,truck
8584,gaaf,great
8571,tegenwoordig,nowadays
8570,kwestie,matter
8563,zette,set
8560,opzij,aside
8560,gaande,going on
8551,omgeving,surroundings
8548,kip,chicken
8545,verstopt,constipated
8542,leerde,learned
8541,vanochtend,this morning
8535,kast,closet
8533,officieel,officially
8527,aanbod,offer
8520,sms,text message
8511,vernietigd,destroyed
8508,verliest,losing
8502,menselijk,human
8494,contract,contract
8489,lady,lady
8485,mooiste,most beautiful
8483,flink,considerable
8483,majesteit,majesty
8480,cia,C.I.A
8479,carl,Carl
8473,sukkel,softy
8467,stopte,stopped
8465,haalde,brought
8464,verdiend,earned
8447,genoegen,pleasure
8439,senator,senator
8438,buren,neighbors
8434,alan,Alan
8430,internet,Internet
8424,vloer,floor
8423,zwemmen,swimming
8421,taylor,taylor
8421,bedoeld,meant
8420,opgesloten,locked up
8411,ontslag,dismissal
8401,bekijk,look at
8399,borst,chest
8397,schreeuwen,shout
8395,bevalt,pleases
8394,hoger,higher
8384,blanke,White person
8376,redenen,reasons
8373,harder,harder
8372,ed,etc.
8364,ontvoerd,abducted
8364,vasthouden,to hold
8356,dave,dave
8355,lucy,Lucy
8345,behandelen,to treat
8342,berg,mountain
8336,noorden,north
8330,opgeven,to report
8319,bepaald,determined
8310,spelletje,game
8302,maatje,Buddy
8296,daardoor,as a result
8288,omstandigheden,circumstances
8281,opgelost,dissolved
8275,heus,real
8275,koken,Cook
8269,vingerafdrukken,fingerprints
8266,trut,trut
8264,eenvoudig,simple
8262,hiervoor,for this
8255,stukken,pieces
8255,tent,tent
8254,pauze,pause
8254,raden,to guess
8252,roepen,call
8239,leugenaar,liar
8238,bek,beak
8233,vervangen,to replace
8233,alarm,alarm
8232,interesse,interest
8232,talent,talent
8230,bereikt,reaches
8218,amerikanen,Americans
8210,kanker,cancer
8210,ted,ted
8202,aangezien,since
8201,beslissen,to decide
8200,des,the
8194,rose,rose
8187,cadeau,gift
8176,mexico,Mexico
8173,kerst,Christmas
8172,louis,Louis
8156,invloed,influence
8155,geheugen,memory
8147,station,station
8142,doorheen,through
8140,vogel,bird
8136,verantwoordelijkheid,responsibility
8135,pillen,pills
8132,rome,Rome
8131,diner,dinner
8129,besluit,conclusion
8124,vlug,quick
8108,deuren,doors
8105,woonde,lived
8101,west,west
8099,huh,huh
8091,verstand,mind
8090,moeilijke,difficult
8087,juffrouw,Miss
8078,bescherming,protection
8065,quality,quality
8058,stilte,Silence
8052,bak,bin
8047,papier,paper
8047,erom,worry
8043,volledige,sufficient
8040,zojuist,just now
8038,kilo,kilo
8037,chuck,chuck
8033,vormen,form
8025,vaarwel,farewell
8020,storm,storm
8018,hoed,hat
8014,leugen,lie
8013,ambulance,ambulance
8003,opgenomen,included
8003,beslist,specifically
7986,pizza,Pizza
7986,verdween,disappear
7985,ontdekken,to discover
7980,eenheid,unit
7979,verzoek,request
7979,overtuigen,convince
7963,militaire,military
7963,kogels,bullets
7951,toegeven,to admit
7944,smith,smith
7942,gedronken,drunk
7935,high,high
7931,quantity,quantity
7924,gekeken,looked
7921,phil,phil
7919,cent,cents
7915,punten,points
7914,reet,ass
7912,garage,garage
7909,vrees,fear
7909,big,Big
7909,kluis,safe
7905,slaapkamer,bedroom
7904,vandoor,vand
7900,wit,white
7888,bezoeken,attend
7887,politiek,politics
7876,mogelijkheid,possibility
7868,vertrok,left
7866,jackson,Jackson
7859,verdomd,damn
7852,vervelend,annoying
7845,vs,USA
7824,rekenen,calculate
7809,klap,blow
7805,aanbieden,offer
7805,abby,Abby
7804,streek,region
7798,zaterdag,Saturday
7797,uwe,yours
7795,zicht,sight
7785,jones,Jones
7782,elf,eleven
7771,gewend,accustomed
7768,reactie,reaction
7763,jazeker,of course
7761,blauw,blue
7758,herken,to recognise
7758,verbonden,connected
7756,reken,county
7749,schoonheid,beauty
7742,ho,ho
7742,hank,Hank
7741,klus,job
7733,verandering,change
7724,vermoordt,kill
7702,accepteren,accept
7700,biertje,beer
7695,roger,roger
7694,helen,heal
7693,gebouwd,built
7691,aankomen,arrive
7687,trok,draft
7680,larry,Larry
7659,verhuizen,to move house
7657,waarde,where the
7655,troep,rubbish
7646,kust,coast
7642,graf,grave
7641,dans,dance
7641,verdediging,defense
7633,bleek,pale
7631,taal,language
7628,grotere,larger
7625,dier,animal
7624,aanklacht,indictment
7619,overheid,government
7609,wed,wet
7604,lossen,unload
7602,huizen,houses
7595,uiteraard,of course
7591,gerust,reassured
7587,manager,manager
7587,verdedigen,to defend
7585,valse,false
7582,lieten,shed
7570,westen,West
7569,amper,barely
7567,bekeken,Viewed
7566,stal,stable
7562,job,Job
7550,maakten,took
7547,niveau,level
7529,binnenkomen,enter
7520,poging,attempt
7518,behandeld,treated
7516,overtuigd,convinced
7515,gewacht,waiting
7513,stroom,current
7508,wetenschap,science
7507,momenteel,currently
7505,wauw,Wow
7504,liedje,song
7500,vals,false
7497,vincent,vincent
7492,onderzocht,examined
7492,duurde,last
7490,lily,Lily
7486,josh,Josh
7485,keel,throat
7484,schepen,ships
7482,gouden,golden
7481,blind,blind
7473,achterlaten,leave behind
7469,gevangene,prisoner
7469,robin,robin
7468,voordeel,benefit
7466,gevangenen,prisoner
7465,eieren,Eggs
7461,verbrand,burnt
7456,geduld,patience
7454,eeuw,century
7453,europa,Europe
7445,gescheiden,divorced
7440,snelheid,speed
7438,aardige,nice
7438,gary,gary
7433,rotzooi,mess
7432,heette,was called
7430,brak,broke
7428,lichamen,bodies
7416,bidden,pray
7412,natuur,nature
7402,maggie,maggie
7401,wijs,show
7400,buik,belly
7396,vinger,finger
7392,king,king
7392,gespeeld,played
7391,feiten,facts
7387,virus,virus
7385,ha,ha
7385,jeff,Jeff
7377,plus,plus
7372,groene,green
7360,bomen,trees
7354,personeel,staff
7353,patrick,patrick
7352,karen,karen
7352,pakt,tack
7351,plekken,places
7350,commissaris,Commissioner
7349,sara,Sara
7345,zuiden,south
7342,rechten,rights
7342,veranderde,changed
7339,stof,dust
7339,badkamer,bathroom
7337,leugens,lies
7337,zondag,Sunday
7336,erheen,there
7315,smaak,taste
7308,aanwezig,present
7306,leraar,teacher
7306,maandag,Monday
7302,verliet,abandoned
7293,leefde,lived
7283,it,IT
7276,pakte,tagged
7272,franse,French
7268,bergen,mountains
7268,duitsers,Germans
7267,woede,fury
7266,studeren,to study
7259,sliep,sleep
7252,kleding,clothing
7245,stonden,stood
7240,troepen,troops
7236,eindigen,end
7234,feite,factory
7230,hemelsnaam,heaven's sake
7229,groeien,grow
7229,dean,dean
7228,piloot,pilot
7226,geesten,ghosts
7223,controleer,check
7222,verslag,report
7213,ex,ex
7209,julia,Julia
7209,heks,witch
7208,daarbij,thereby
7206,waarschuwen,warn
7205,julie,julie
7198,victor,Victor
7192,jenny,Jenny
7190,melden,report
7189,elizabeth,elizabeth
7186,oceaan,ocean
7183,gas,gas
7183,goden,gods
7181,mogelijke,Possible
7179,voorlopig,provisional
7178,verslagen,report
7165,gepland,planned
7161,verdacht,suspicious
7160,opgepakt,arrested
7144,susan,Susan
7143,privé,privately
7138,voren,front
7138,stan,stan
7137,knappe,handsome
7137,koffer,Suitcase
7135,zonde,sin
7131,naakt,naked
7128,neen,no
7111,plegen,commit
7110,excuus,excuse
7105,verrast,surprised
7104,dienen,serve
7099,graden,degree
7097,ongelofelijk,incredible
7088,haten,hate
7086,ervandoor,off
7082,opgewonden,wound up
7080,sterf,death
7076,dubbele,double
7076,tim,timer
7075,boerderij,farm
7073,rijke,rich
7068,morgan,Morgan
7068,bord,plate
7067,honderden,hundreds
7067,klootzakken,biscuits
7063,herstellen,to recover
7062,schrijft,writes
7061,wc,WC
7057,ernaar,asleep
7054,lord,Lord
7048,besloot,decided
7048,behandeling,therapy
7047,morgenochtend,tomorrow morning
7047,doc,doc
7047,orders,orders
7040,tong,tongue
7035,hitler,Hitler
7034,vanmiddag,this afternoon
7033,redt,rescue
7029,ruil,exchange
7024,nathan,Nathan
7019,verklaren,explain
6997,lieg,lie
6990,kim,Kim
6986,sync,sync
6985,leert,learn
6984,tegelijk,at the same time
6976,marine,navy
6964,champagne,Champagne
6962,liefste,Dear
6956,genade,grace
6956,chauffeur,driver
6955,wensen,to wish
6945,verdien,earn
6944,qoq,qoq
6941,godverdomme,Goddamnit
6931,eenzaam,lonely
6923,wegens,due to
6921,voorstel,proposal
6920,gouverneur,governor
6915,graven,to dig
6914,terrein,terrain
6908,ontmoeting,encounter
6894,telt,counts
6892,handel,trade
6890,zwijgen,silence
6890,ademen,to breathe
6886,koos,chose
6883,um,um
6883,horloge,watch
6878,staten,states
6874,ronde,round
6864,daarover,about that
6864,verloofde,fiancee
6861,pot,pot
6854,donkere,dark
6851,afspraakje,appointment
6851,pensioen,pension
6840,vrolijk,Merry
6839,poort,gate
6837,hoefde,needed
6837,gunst,favor
6835,artikel,article
6834,overval,anywhere
6830,belangrijker,more important
6828,netjes,decently
6826,knieën,knees
6822,slimme,smart
6820,aanraken,to touch
6818,reputatie,reputation
6815,ontdekte,discovered
6815,ruik,smell
6814,brood,bread
6813,russische,Russian
6810,vogels,birds
6808,partij,side
6792,verstoppen,to hide
6788,komst,arrival
6787,verdieping,floor
6779,dief,thief
6777,voorbeeld,example
6773,geur,odor
6773,dichter,poet
6771,vliegveld,airport
6767,markt,market
6765,burgers,citizens
6762,centrum,Centre
6759,volgde,follow the
6752,ontzettend,incredibly
6752,beer,bear
6743,alibi,alibi
6737,terugkomt,return
6731,brieven,letters
6727,minstens,at least
6725,whisky,whiskey
6722,onschuldige,innocent
6719,stenen,stones
6719,universum,universe
6716,gezondheid,health
6710,daarheen,here
6695,wijze,manner
6690,britse,British
6686,b,b
6682,komende,coming
6681,kerstmis,Christmas
6671,haven,port
6670,huur,rent
6667,plicht,duty
6661,assistent,assistant
6657,omgaan,To hang out
6634,ross,ross
6634,fan,fan
6628,materiaal,material
6625,laura,Laura
6621,hartelijk,heartfelt
6613,doug,doug
6601,charlotte,Charlotte
6600,online,Online
6593,onszelf,ourselves
6591,stelde,stilt
6591,shirt,shirts
6590,sally,Sally
6590,bevelen,command
6589,vergat,forgot
6580,priester,priest
6579,meent,belong
6577,zelfde,same
6577,dossiers,files
6572,proost,cheers
6570,kloppen,to knock
6563,gekend,known
6561,vierde,fourth
6559,kaas,cheese
6558,opzoeken,to look up
6553,schrikken,to startle
6547,amanda,amanda
6547,gepleegd,committed
6540,daarin,in there
6537,optreden,performance
6536,April,April
6532,veilige,secure
6532,marcus,marcus
6530,beroep,profession
6529,black,black
6523,motief,motive
6519,molly,molly
6516,betaalde,paid
6515,lucas,Lucas
6514,verderop,beyond
6513,jacht,hunt
6511,scheiden,divorce
6511,jeugd,youth
6510,lokale,local
6501,engel,angel
6489,kerstman,Santa Claus
6484,doei,bye
6483,toestand,status
6481,technologie,technology
6477,gebaseerd,well-based
6477,lichten,lights
6474,mars,Mars
6473,bovendien,Moreover
6472,cijfers,Numbers
6468,bewaren,save
6467,belofte,promise
6464,vertaald,translated
6461,teleurgesteld,disappointed
6458,vriendschap,friendship
6453,medelijden,pity
6451,fred,fred
6450,chloe,chloe
6440,ramp,disaster
6436,vegas,vegas
6427,ren,run
6425,verzet,resists
6423,richten,to target
6423,steunen,supports
6421,wolf,Wolf
6418,advocaten,lawyers
6414,dwars,thwarted
6404,oefenen,to practice
6403,bezwaar,objection
6398,bevestigen,confirm
6394,wijzen,point
6388,china,China
6381,nachtmerrie,nightmare
6376,jackie,Jackie
6370,groen,green
6360,minst,least
6358,eindigt,ends
6356,verkoopt,sells
6356,zwembad,swimming pool
6355,verdriet,sadness
6353,winter,winter
6348,afgesloten,locked
6346,geheel,whole
6345,min,minus
6340,verwijderd,deleted
6340,donder,Thunder
6331,mobiel,mobile
6329,monsters,monsters
6327,okee,okay
6326,interesseert,interests
6322,leden,members
6318,gooide,threw
6315,muren,wall
6308,koers,course
6306,nat,wet
6305,bekende,known person
6293,waarheen,where to
6292,hierin,in here
6289,uniform,uniform
6284,voorbereid,prepared
6283,wild,wild
6273,regen,rain
6253,drinkt,drink
6237,studenten,students
6236,bepalen,determine
6222,briefje,note
6216,fuck,fuck
6211,berichten,messages
6205,gok,gamble
6203,voldoende,Enough
6201,samenwerken,to collaborate
6195,lekkere,tasty
6193,ruiken,to smell
6193,klok,clock
6188,duitsland,Germany
6187,gemeenschap,community
6185,redelijk,reasonable
6184,wezens,beings
6184,echter,However
6171,getekend,signed
6165,overwinning,victory
6156,rebecca,rebecca
6156,klonk,sounded
6156,onderwerp,topic
6155,verklaart,explain
6155,olie,oil
6149,bewust,conscious
6148,bemanning,crew
6142,tellen,to count
6141,degenen,the ones
6138,overkomt,overthrow
6137,vertrouwt,trust
6137,hang,hide
6133,tyler,tyler
6131,schoten,shot
6127,seconde,second
6125,geldt,applies
6119,delict,crime
6118,gibbs,gibbs
6114,groeten,regards
6114,maag,stomach
6112,beantwoorden,reply
6110,allerlei,all kinds of
6109,wandelen,to walk
6104,howard,Howard
6098,waarschuwing,warning
6086,gewaarschuwd,warned
6082,begreep,understood
6081,johnson,Johnson
6079,kist,chest
6075,barry,barry
6064,middelbare,middle-aged
6064,jay,jay
6058,michelle,Michelle
6057,training,training
6052,texas,Texas
6052,pik,cock
6051,race,race
6038,geliefde,lover
6023,nationale,national
6018,gedeelte,part
6009,wassen,Wash
6009,verwachtte,expected
6007,scheelt,saving
6005,ophangen,hang up
6003,douche,shower
6001,greg,greg
5998,reageren,respond
5995,zwijg,be silent
5988,alcohol,alcohol
5984,stoor,stew
5983,verdiende,deserved
5970,gave,gift
5970,sprong,jump
5963,bewakers,guards
5958,aangenomen,accepted
5957,model,fashion model
5956,data,dates
5954,oor,ear
5954,hi,Hi
5939,jeetje,Oh dear
5939,spelletjes,games
5938,noch,nor
5937,wedden,bet
5933,meedoen,participate
5921,winst,gain
5920,gereed,ready
5915,middag,afternoon
5915,lijf,body
5907,oliver,oliver
5901,donna,donna
5899,onthouden,to remember
5886,daarop,thereafter
5884,identiteit,identity
5880,crimineel,criminal
5879,openbaar,public
5874,verpesten,to bully
5869,moordenaars,murderers
5867,bewaker,guardian
5866,andrew,Andrew
5863,beloofde,promised
5860,gods,God of God
5860,zowel,both
5856,media,media
5855,angela,angela
5850,letten,watch
5849,breekt,break
5849,sprake,talk
5847,kansen,opportunities
5846,explosie,explosion
5846,indrukwekkend,impressive
5844,plotseling,all of a sudden
5844,schutter,shooter
5841,hekel,hate
5839,fort,fort
5837,ingewikkeld,complicated
5837,lied,song
5833,vriendinnen,girlfriends
5830,besef,realize
5826,spiegel,mirror
5823,gevochten,fought
5819,lege,empty
5817,onlangs,recently
5815,stand,position
5809,woestijn,desert
5806,gedwongen,forced
5805,russen,russians
5805,jamie,jamie
5799,idioten,idiots
5799,gezellig,cozy
5795,lunchen,having lunch
5794,hielden,kept
5793,cooper,cooper
5790,seizoen,season
5788,resultaten,Results
5786,pagina,page
5780,frans,French
5780,vlieg,fly
5779,bril,glasses
5776,spannend,exciting
5774,doodt,kill
5774,mensheid,humanity
5773,botten,bone
5771,busje,van
5771,herinnering,memory
5767,olivia,Olivia
5763,kaartje,card
5760,pop,doll
5759,verschuldigd,owed
5755,gesteld,steady
5750,hee,hee
5750,tweeën,half
5749,zielig,pathetic
5746,my,my
5746,terry,terry
5745,parker,parker
5737,hal,hall
5730,letterlijk,literal
5730,banden,tyres
5729,route,route
5723,vliegt,flourish
5722,walgelijk,disgusting
5718,gegooid,thrown
5714,smerig,nasty
5713,verwijderen,remove
5708,uitzien,look
5708,beweegt,moves
5707,hierover,about this
5706,mannetje,male
5705,genie,genius
5702,burger,civilian
5699,bedreiging,threat
5690,lef,gap
5689,wilson,wilson
5686,vlakbij,near
5686,gevolgen,effects
5683,gedag,tag
5683,ontslaan,fire
5682,nummers,numbers
5680,verzamelen,collect
5678,jongeman,young man
5677,huiswerk,Homework
5675,house,house
5668,koude,cold
5667,verontschuldigen,to apologize
5666,gevaarlijke,dangerous
5666,lelijk,ugly
5659,verbaasd,suprised
5643,vuil,filthy
5642,ondertussen,meanwhile
5640,gelukkige,lucky
5639,leest,is reading
5635,at,atte
5628,cole,cole
5625,verplaatsen,move
5624,starten,start
5624,gerechtigheid,justice
5624,onderdeel,part
5622,wijst,point
5618,rick,rick
5616,ls,ls
5611,afrika,Africa
5606,scheiding,parting
5604,lewis,Lewis
5603,linda,Linda
5603,nate,nate
5602,welnee,no
5598,partners,partners
5597,hoogste,highest
5596,snijden,to cut
5595,soorten,types
5595,touw,rope
5592,zijde,silk
5590,ellende,trouble
5589,harvey,harvey
5587,nep,fake
5578,joden,Jews
5576,klagen,complain
5572,zacht,soft
5569,aap,monkey
5569,won,won
5568,dringend,urgently
5568,teruggaan,going back
5566,eisen,to demand
5561,veroordeeld,convicted
5560,neerschieten,shoot down
5560,vloek,curse
5554,stijl,style
5550,smeek,smoke
5549,rand,edge
5547,verrader,traitor
5547,tel,count
5546,romantisch,romantic
5542,zorgde,took care
5542,gordon,Gordon
5541,stelletje,couple
5541,hersens,brain
5540,verdwijnt,disappears
5538,middelen,resources
5535,roept,call
5535,bruce,Bruce
5534,leveren,to deliver
5534,dekking,coverage
5532,onthoud,Remember
5530,hof,court
5528,toby,Toby
5528,politieke,political
5527,cheque,check
5522,schaduw,shadow
5520,kasteel,Castle
5516,lagen,lay down
5511,dertig,thirty
5509,branden,to burn
5509,leidde,led
5507,resultaat,result
5503,catherine,catherine
5500,aangekomen,arrowed
5498,constant,constant
5495,hannah,Hannah
5494,waarbij,at which
5491,wanhopig,in despair
5491,verkracht,rapture
5490,jessica,jessica
5483,winnaar,winner
5480,waardeloos,worthless
5478,merken,brands
5475,californië,California
5475,brown,Brown
5474,doctor,doctor
5474,ongerust,worried
5468,snelle,fast
5467,slet,slut
